product_price,weight_kg,distance_km,origin_zone,destination_zone,customs_delay_days,tariff_rate,condition_score,fragile,valuable,is_domestic,shipping_cost_inr,co2_kg,resale_value_est,profit_after_return,e_profit,cvar_alpha_loss,label,return_cost_ratio,resale_ratio,e_profit_rel,cvar_rel
493935.4821651444,10.974268974061792,171.20009813606617,H,H,8,0.06747826985070385,0.8565473823682264,0,0,1,3189.8537948123585,0.9393979626654825,355115.9216507204,318496.15610153094,318496.15610153094,0.0,1,0.006458037355060574,0.7189520382177961,0.6448132754209458,0.0
232038.37429065516,18.75483005597169,4405.706726127634,H,C,7,0.09137395676843339,0.5784709504137233,1,0,0,11725.15653078443,41.3141404624876,146316.9889970534,113289.56808521709,113289.56808521709,0.0,1,0.0505311096348973,0.6305723759888712,0.4882363463868639,0.0
218.45428238289838,16.063500426412133,7182.5281357188505,H,D,5,0.07712348435498571,0.7046171076841449,0,0,0,9743.02022173431,57.688271885418445,60.268922493095666,-9799.599254670851,-9799.599254670851,979.9599254670852,-1,44.59981335892108,0.27588803403477613,-44.85881049241454,4.4858810492414545
2875.3930475535303,7.248012765718589,5562.933968824225,E,G,9,0.11534544900817273,0.5005431885876193,1,0,0,5324.085872230551,20.16010821044378,2199.037763254654,-3556.7116111209375,-3556.7116111209375,355.6711611120938,-1,1.8516028188773848,0.76477814576538,-1.2369479762591389,0.12369479762591391
183084.52233753193,2.606611720820154,757.3440178944128,H,B,0,0.0020456526930660024,0.9432595693180599,0,0,0,2601.834798075689,0.9870508968683024,81989.76312792792,78913.40098367375,78913.40098367375,0.0,1,0.01421111279564629,0.44782465541665395,0.4310216941123519,0.0
449473.7407117215,10.240598894967247,8895.094328672802,A,F,5,0.06220635821931378,0.7081738716927309,0,0,0,7182.329392231986,45.54554657641806,275017.9260984495,239775.4721813292,239775.4721813292,0.0,1,0.015979419355753886,0.611866503397887,0.5334582434151893,0.0
6132.710438753304,5.186391676753776,11697.519598426534,H,G,0,0.17587329783454425,0.36094088311593175,1,0,0,4280.1484210041235,30.33395914197177,2644.768816322678,-2813.9596142093237,-2813.9596142093237,281.3959614209324,-1,0.6979211661384456,0.431256104904298,-0.4588443629145751,0.04588443629145751
15705.496043749594,12.741870278474563,7277.576511710396,F,C,3,0.1316455571167429,0.6866640757389979,0,0,0,7443.516436452536,46.36496792694364,4461.645101862361,-5149.430111064392,-5149.430111064392,514.9430111064393,-1,0.47394341545900265,0.2840817691739184,-0.3278744012108895,0.03278744012108895
23634.69692485399,11.336619107108753,14301.575281996946,H,C,4,0.018806307683829515,0.876375498445467,0,0,0,7475.140508909814,81.06575580182042,6878.224045095806,-1141.3978461968718,-1141.3978461968718,114.13978461968719,-1,0.31627824687902123,0.2910223078791732,-0.04829331426698306,0.004829331426698306
276794.1645349913,18.493538418987956,407.8215660673869,F,F,6,0.19597190520195018,0.5691814873017031,0,0,1,4523.707683797591,3.7710319000795276,157877.46687293815,99009.87941643625,99009.87941643625,0.0,1,0.01634321912601492,0.5703785957271503,0.35770219210643717,0.0
27644.652046518804,12.937128348687164,5756.480228168264,B,H,7,0.1702010826657916,0.9276920869798326,0,0,0,9373.534442238555,37.2361617742464,8929.779312417673,-5248.904838057473,-5248.904838057473,524.8904838057473,-1,0.33907225261744367,0.32302013776086463,-0.18987053370123536,0.018987053370123533
5074.5673773559965,4.193671030609438,13084.358126878888,B,E,5,0.024720207017586704,0.9950575604980514,0,0,0,3474.8988049986247,27.43574681540558,2803.5445535674244,-896.7986075241324,-896.7986075241324,89.67986075241325,-1,0.6847674977190178,0.552469667873078,-0.17672415022527332,0.017672415022527335
5477.2512081207615,1.1845021309995578,2450.768129692886,E,H,0,0.18299269725104195,0.3916490353768689,0,0,0,2510.406044189783,1.451470036103512,2456.394269009429,-1156.3087472759003,-1156.3087472759003,115.63087472759003,-1,0.4583331946630033,0.4484720849333137,-0.21111114012107332,0.021111114012107333
19771.41410892833,15.30511451628608,7456.965250081792,A,H,7,0.19179758972631156,0.3421209703692934,0,0,0,11186.119854934508,57.06485354823385,14692.657851236456,-385.57157527129493,-385.57157527129493,38.5571575271295,0,0.5657723718347039,0.7431263019574093,-0.01950146677152341,0.0019501466771523412
193193.10439296934,2.1385366028642494,5700.609010591809,B,A,0,0.13750488329733446,0.7805600427439192,1,0,0,1889.5707392316272,6.095480513884168,70863.79482850163,42309.228815865004,42309.228815865004,0.0,1,0.00978073593862904,0.36680292006882054,0.21899968401462633,0.0
37470.098912771784,12.009550385653359,344.87538079223725,E,E,3,0.188162213406784,0.4224324657463861,0,0,1,3141.9100771306717,2.070899131197881,10158.518032248392,-133.848792880548,-133.848792880548,13.3848792880548,0,0.08385112845431382,0.2711099870832162,-0.0035721494408685766,0.0003572149440868577
294.0589481796354,10.550439057705523,8634.93165860879,E,B,4,0.18661458825979924,0.39076719882481276,0,0,0,6199.7151382757065,45.551160115802055,84.95117754353862,-6269.63965027082,-6269.63965027082,626.963965027082,-1,21.083239182670305,0.2888916595445463,-21.321029980835025,2.1321029980835027
478610.0024131777,15.899055790318975,8882.41817715362,F,B,0,0.17171500065249148,0.7012371802498472,0,0,0,9317.509010965867,70.6110310757544,187291.46687081372,95689.4409831801,95689.4409831801,0.0,1,0.01946785266498084,0.39132376240880873,0.19993197070831936,0.0
8914.429392685595,17.347859195391173,10772.89387675961,H,B,4,0.043796300555841695,0.4440509593898194,0,0,0,11151.758333326881,93.44332305045873,3741.192063126718,-7900.98529916605,-7900.98529916605,790.098529916605,-1,1.2509783680015507,0.41967824280445976,-0.8863141936654869,0.0886314193665487
5095.379288242589,17.664133504876723,2360.7747920261427,C,H,2,0.190843020628188,0.5798568403538706,0,0,0,11605.273427682198,20.85052055064868,3919.6048293045546,-8758.086172992165,-8758.086172992165,875.8086172992166,-1,2.2776073715377705,0.7692469210974946,-1.7188290954514702,0.17188290954514704
486452.8210546792,10.224925594466892,2754.077711812941,B,H,1,0.12064557678105048,0.43442070514319314,0,0,0,7800.456844790798,14.080119842333476,109433.66149755799,42844.82347985628,42844.82347985628,0.0,1,0.016035382070307688,0.2249625385259246,0.08807600989334247,0.0
6432.995815461553,9.143772032354626,654.1220870573767,G,D,5,0.14995041306796147,0.47196763979062034,0,0,0,5850.4482958537665,2.9905716226903394,2184.7834504433513,-4730.295225203343,-4730.295225203343,473.0295225203343,-1,0.9094438211497592,0.33962146301918555,-0.7353176281934134,0.07353176281934135
11855.900735402456,8.67631885161008,10183.777225163858,H,B,5,0.0900741693252901,0.3816295507140888,0,0,0,6122.264933933847,44.178849159643285,6978.21000855768,-311.9653357206389,-311.9653357206389,31.196533572063892,0,0.5163896924045916,0.5885853942518523,-0.02631308600527424,0.002631308600527424
164399.51104907354,6.683178521955364,1524.6788216127918,C,H,3,0.1875036638703098,0.48089040673382755,0,0,0,5565.748187075451,5.094850376741412,83763.23498160507,47271.97613434085,47271.97613434085,0.0,1,0.033855016669812756,0.5095102439605286,0.28754328910522176,0.0
90361.29082144707,9.716115063106855,11868.503953832378,D,A,8,0.17315158023746238,0.5392938844142027,0,0,0,5620.896380922359,57.657875021187024,19008.3860828317,-2358.7105961211237,-2358.7105961211237,235.8710596121124,-1,0.062204693290948986,0.21035983339804282,-0.026103108694871462,0.0026103108694871466
13035.965664229712,13.433925983081316,11410.894796505587,G,C,3,0.10008725891536784,0.6307264459880213,0,0,0,8205.641511202284,76.6465580484919,9069.783159933133,-540.5924219167555,-540.5924219167555,54.05924219167555,0,0.6294617309186623,0.6957507708708023,-0.041469303912031956,0.004146930391203196
10587.79415153251,15.983582397185776,829.359070466864,E,A,2,0.135078825514901,0.9925568599842667,0,0,0,9191.462846536604,6.628064519830263,4909.369512906564,-5812.28013241259,-5812.28013241259,581.2280132412591,-1,0.8681187710101262,0.46368199481815264,-0.5489604396560074,0.054896043965600744
2380.6490420078417,3.0755874754125108,302.6302080121409,E,E,4,0.08430620838355206,0.6985757562216613,0,0,1,1355.117495082502,0.4653828387218117,1406.339768159902,-249.48122114621674,-249.48122114621674,24.948122114621675,0,0.569221868142141,0.590737964035973,-0.10479546407050576,0.010479546407050577
3958.702684193398,12.732682937492715,3728.411074333612,C,D,7,0.1464784176191943,0.7798791580012621,1,0,0,6945.053663121867,23.736338035063234,837.5193304325247,-6787.398837694848,-6787.398837694848,678.7398837694849,-1,1.7543761724901932,0.21156408986626707,-1.7145513010603393,0.17145513010603394
427121.8201896345,0.15131961673173258,10372.889924143377,F,B,9,0.17220582121685193,0.8605060649573586,1,0,0,1288.6862007005009,0.7848108638609131,92175.26209480513,17233.712088712055,17233.712088712055,0.0,1,0.0030171397006323562,0.21580555648943656,0.040348470328817644,0.0
45870.922292712756,19.29673860885591,8228.797066009836,A,H,0,0.12108219754340022,0.8701983429484146,0,1,0,15180.621909354339,79.39447302405613,19895.408990018033,-939.3649938805102,-939.3649938805102,93.93649938805102,-1,0.33094215574047864,0.43372594217881466,-0.020478441394446118,0.0020478441394446117
