product_price,weight_kg,distance_km,origin_zone,destination_zone,customs_delay_days,tariff_rate,condition_score,fragile,valuable,resale_value_est,shipping_cost_inr,co2_kg,profit_after_return,e_profit,cvar_alpha_loss,e_profit_rel,cvar_rel,return_cost_ratio,resale_ratio,label
3892.3846379242204,14.442494894675853,11163.436768511996,A,G,3,0.1372356497299777,0.3735347627443302,0,1,3023.161121658705,10201.20334732557,80.6139392681356,-7812.21616045138,-9812.198242744254,10775.654879616033,-2.5208706629715367,2.7683941547366215,2.6208107102092035,0.7766861199182344,-1
2250.5043547850564,14.253631453345939,14937.93569194685,C,B,2,0.1511099298057905,0.39534977847284725,0,0,1503.4752489987702,7119.061524938754,106.45991501339627,-6055.659831019179,-7026.814938674813,7525.636152698805,-3.122328967608657,3.3439776007087847,3.16331826232733,0.6680614706663679,-1
4307.129807565774,4.133631118558151,806.4641696148293,F,C,0,0.0620829654404252,0.7296041779479585,0,1,2592.3695965102147,3328.8503634750723,1.6668126937610086,-1103.8801579553888,-1872.7972549082735,3014.6845359134472,-0.43481328369035327,0.6999288785348292,0.7728697560096086,0.6018786784546257,-1
3517.103342390883,0.8294423638479187,3824.807632989221,D,B,1,0.032391047675927286,0.7961524511090861,0,0,735.2019653654,1391.5434873700426,1.5862287421850711,-870.2641840491889,-1068.5464792364023,1392.2703143526642,-0.3038143538057138,0.39585709568778726,0.39565044069023253,0.20903621355226343,-1
561.4690046494827,6.145610483960677,9046.563076076754,B,D,1,0.04396716638153415,0.8278561527634514,0,0,439.360685424848,4096.980822621912,27.798326442074426,-3782.306338342562,-3922.4360982474404,4120.781417543817,-6.986024278750993,7.339285665673323,7.296895801362357,0.7825199285918458,-1
4880.549523020104,3.227012466693121,6344.877909213903,H,C,1,0.07844504910291016,0.6630631713290032,1,0,2091.703429832686,3184.8568566812164,10.237500056339524,-1576.0083738310268,-2329.8109655632056,3279.8628585193915,-0.47736652493211645,0.6720273696741016,0.6525611187140283,0.42857949088862674,-1
3829.5845397527296,7.976190736392311,9635.831856890316,B,G,9,0.1263750605516285,0.7202723376905877,0,0,2243.413681748495,6106.904905015771,38.42861639718123,-4447.455201366108,-5215.664974662785,6140.80901514286,-1.361940158396282,1.6035183324453681,1.5946651240163208,0.58581124361165,-1
3951.7150958570737,19.588987771136825,8878.784130454029,A,G,0,0.03754404173630177,0.9821853290941576,0,0,3063.417927785926,13061.612907259358,86.96319687701384,-10246.558335962263,-10544.299961169652,11491.45596102183,-2.6682844550772797,2.907966713761658,3.3053022777256844,0.775212244171543,-1
727.7568001101748,3.703320281013897,11862.244124912739,D,H,3,0.15826353389072317,0.5437645951137933,0,0,172.49274441051443,3835.7265461272264,21.964844623063644,-3878.411164715153,-4025.3039514722054,4195.490256022168,-5.531111424672111,5.764961942488225,5.27061587819796,0.23701976317418239,-1
2306.891095688279,6.445591474117081,1249.36321808304,A,D,9,0.04977468245472852,0.44991905384979414,1,0,972.1438959604893,4588.33982231737,4.026442453275761,-3831.0206981024057,-4509.044386219072,4935.96157215713,-1.9545978545093665,2.1396595536662932,1.9889711442786606,0.421408664577832,-1
1916.9103187396481,14.529774894759488,6721.117834941036,E,E,1,0.16191307518315304,0.978292975118624,0,1,1664.5431431279465,7345.583446828505,48.82816459142325,-6091.413148258012,-6293.979875053483,6804.423406305064,-3.283398192144805,3.5496827054376303,3.8319911865559586,0.8683469053588115,-1
4641.148445358149,10.23273737895224,12928.796087409046,D,G,6,0.1848070847690668,0.9431340462304427,0,0,1242.3298823408068,6774.041315686598,66.14848749424101,-6489.428547512917,-6706.36001191125,7188.191523945989,-1.4449785631439187,1.54879586563004,1.4595614416215592,0.2676772563875488,-1
3254.9390883952565,0.97417005711036,5568.876199135032,H,F,2,0.032832043023331335,0.30496012111237314,0,0,1481.8366288436723,2138.1182262707657,2.712516222475949,-863.1478976156095,-1951.6444383949379,2398.9564851543178,-0.5995947651841109,0.7370203927032768,0.6568842513501217,0.45525786769000476,-1
4131.531905027066,3.3176313614103012,7656.074317999632,B,H,3,0.18354620373640101,0.5813163573786733,0,0,3426.1294542374553,3794.226189617975,12.70001613134178,-1226.4237321640585,-2697.445124667655,4148.915179746113,-0.652892241104449,1.0042074647173596,0.9183581966295182,0.8292637048424318,-1
2272.7295742539227,18.711466139986598,519.3636691457725,C,H,4,0.14107385562617533,0.8143900355846765,1,0,646.0448965507243,12401.306376992628,4.859027854780162,-12175.884204277541,-12394.012982638618,12720.105238479608,-5.4533601898973165,5.596840637168759,5.456569280163325,0.284259466620794,-1
1213.4697367454066,2.152983355506666,3517.773647247618,F,A,5,0.17743800289810874,0.42422533030448206,0,0,823.516449966063,2084.1408455286664,3.78685405548205,-1575.940042228002,-2121.50207679123,2472.2978707545512,-1.748294178708747,2.0373790922758337,1.7175054164255041,0.6786460552158309,-1
2817.4654563775907,12.738346465473143,7062.095799418729,F,B,7,0.06936248145963818,0.3223297502906258,0,0,1922.2691632470312,7673.940162046034,44.97971153267915,-6047.097394280164,-7423.408584399519,8010.63288722113,-2.6347824664880823,2.8432053600118965,2.7237033712961303,0.6822689374578841,-1
412.7045549104591,15.867280411934138,6104.728268712286,C,F,6,0.1727321951473625,0.3254989565235619,1,0,152.8066169152354,9564.967401847727,48.43271763915953,-9583.448148649491,-9783.474107559428,9973.009351927274,-23.705757523519612,24.1650091651909,23.176306847214118,0.3702566765912931,-1
4155.392742763652,5.382237348225985,10776.892178270116,H,A,0,0.09535630125670114,0.6953557372259493,0,0,1252.9824753811547,4223.164782417851,29.001895789844955,-3466.4251892555767,-3931.414728884626,4491.848479382688,-0.9460994356624729,1.080968456520735,1.0163094185915926,0.3015316608912943,-1
3195.155555698118,14.529052262459931,9255.823727554858,G,A,1,0.03793309886801042,0.46119524626513514,0,0,2338.994243804806,9346.85031222676,67.23917333488062,-7229.058220014924,-8519.271923418044,9375.719938765005,-2.6663089714756145,2.9343547678123856,2.925319330871996,0.7320439343347567,-1
3814.6299264183317,3.480914062700587,13228.18132803458,E,B,6,0.19931638354443232,0.48052178427063685,0,0,1374.0772805715058,2735.6478907232877,23.023081204354447,-2221.8888516458474,-3034.5563461639963,3575.8567413358137,-0.7955047815118544,0.9374059372237167,0.7171463401410129,0.36021247331367406,-1
1837.177243836355,5.766530469192427,12850.606385121537,F,A,2,0.18961540480272618,0.3106053996062984,0,0,1367.3605577379737,4071.591758055835,37.051706633701045,-3152.588307102248,-4174.259603581221,4553.258471758748,-2.272105001074703,2.4783991240010836,2.2162215277354633,0.7442725313115027,-1
4856.4203195350265,6.305258414595728,3770.0536433413813,E,F,0,0.024963444670638203,0.8081321002087087,1,0,4055.667140814605,4541.261118276163,11.885581229077763,-706.826957405634,-1642.0777721243073,3192.657431128189,-0.3381251341690965,0.6574096188267878,0.9351046284047675,0.8351145234486028,-1
4476.2934944787685,19.92905631222805,461.05318970129053,D,C,5,0.09123914310323662,0.8905396818276363,0,0,1042.685840435291,9729.49421425806,4.59417749024469,-9195.221556537605,-9386.779343057222,9780.59028166587,-2.0969981871464047,2.1849752018560946,2.1735603856759593,0.2329350927774016,-1
3914.079135661433,4.36998867483735,12846.167391615683,E,H,3,0.19723920890743113,0.8134675228941786,1,0,1549.2992281607665,4291.294450670302,28.068803008212697,-3614.005094828478,-3960.200476868419,4599.225494362777,-1.0117834462739324,1.1750466290931447,1.0963739622870765,0.39582726216365915,-1
1053.7296684746411,2.671228546208342,5070.988788754487,G,A,8,0.10969015202243104,0.39539858489245794,0,0,747.776076256959,2469.312556800838,6.772885005011725,-1937.1202480694085,-2488.033472318534,2817.7873799503236,-2.3611686628508464,2.674108421023486,2.3434023266853328,0.7096469793238576,-1
2386.9329182624674,18.521259605880065,5337.223696760881,A,D,8,0.09941763795289263,0.9700589321108606,0,1,1422.9224465203722,10387.477462756055,49.426052831181586,-9301.858248921342,-9542.475296055036,10153.379767503193,-3.9977978530713547,4.253734861930764,4.351809547424343,0.5961300527692113,-1
314.638452357421,3.3224208070250194,2544.2430133374173,A,F,1,0.039071723085660565,0.9734933056606017,0,1,176.6189902419308,3386.7705974344835,4.226522962820135,-3322.4450736751623,-3392.0246784735255,3514.2219918309097,-10.78070608680809,11.169079829565288,10.764007298088288,0.5613394959154461,-1
856.0185111309844,17.597670400625166,10456.507538979044,D,C,7,0.08390450219246902,0.4813915662635448,0,0,451.77112587420277,8726.998272268822,92.0050866063027,-8447.050953438604,-8777.067098298565,9009.221083695396,-10.253361328252321,10.524563390331688,10.194870973921558,0.527758594002034,-1
3446.9398708880276,13.04408689016913,4345.611991739763,E,F,8,0.09963881097579214,0.9881485849067291,0,1,2998.5379288294907,7342.365558899367,28.3422702056072,-4787.27662031021,-5169.696602134723,6090.951154484137,-1.499793090618336,1.7670604601857876,2.130111296953889,0.8699130362424872,-1
3749.334563948304,11.579543811603322,2815.7978957212063,B,G,6,0.1428100647685813,0.6109344138790542,0,1,2789.388000228263,8208.727802428173,16.302827549062076,-6054.782514116448,-7221.134238166111,8352.526719288917,-1.9259775608186231,2.227735769328928,2.1893825857417815,0.7439688170401224,-1
4840.797688927629,15.051640359776878,7650.182967711357,E,F,6,0.0900067896607657,0.3291758923329917,0,0,2842.1259937807704,8102.205354704058,57.57390135824096,-5795.784020300918,-7712.82134439718,8623.783726400898,-1.5932955351632934,1.7814798883510674,1.6737335198362568,0.5871193502429515,-1
1696.5442548769445,14.547379247246194,11306.155407637349,A,E,4,0.12699773630707512,0.7027825944717274,0,0,727.705620981572,8964.637208568021,82.23746527160195,-8552.388867500595,-8845.590957213855,9182.221464120834,-5.213887543331697,5.412308837641755,5.284057390662205,0.42893406339957496,-1
1915.2525595708576,2.299471169424443,4190.059243369531,B,E,4,0.020303266497327388,0.668694059766743,0,0,414.9090598092656,2546.740873017977,4.817460214154315,-2270.717696335367,-2486.3557385966637,2702.4352212657677,-1.2981868768021754,1.4110072364927635,1.3297154259324495,0.2166341236490672,-1
2400.8234752514586,19.98937559709311,10886.177214634992,D,H,0,0.15275702904206795,0.9008062740196912,0,0,1619.119011938819,12304.475310488418,108.80394257992789,-11152.098959883464,-11362.590804262896,11969.462972800526,-4.732788945706554,4.985565617874868,5.125106213483549,0.6744015245724115,-1
1028.409659513,18.8436055563297,7037.231623131856,A,G,1,0.0006550934827277644,0.5489711726424157,1,0,317.5849497889518,12839.291222671225,66.30340845741327,-12622.379977347795,-12818.322293578221,12998.194904866838,-12.464218101226603,12.639121759146146,12.48460776686134,0.3088117141367022,-1
736.6153761438111,17.942180060952133,6175.836303938708,F,A,6,0.12843103153905724,0.8366436748176076,0,0,228.31064580403992,10768.199033523673,55.4039834961167,-10734.492660325313,-10867.57634067702,11076.928702947118,-14.753393280451043,15.037601795573357,14.618482565345436,0.30994553358259835,-1
2430.954138507075,12.483553765453895,5520.908848415303,E,G,5,0.16526273026505722,0.8507076081384428,0,0,664.0496782456606,7522.434732108792,34.460281221681285,-7360.131171941951,-7550.74973191019,7833.946424962255,-3.10608481349111,3.2225809203349787,3.0944371236590063,0.27316421471178975,-1
1211.8558103493322,10.50354749351305,2354.598286728006,E,B,1,0.15335859114082012,0.3244652897805914,0,0,989.7313837254721,6176.738271821395,12.365817466396035,-5472.855387836913,-6170.107511227622,6536.09908703531,-5.091453503407318,5.393462680309467,5.096925078933999,0.8167072148956154,-1
3382.0885739443006,10.771943819245198,5122.979749368567,E,G,3,0.029463486663809713,0.7711999450172988,0,0,2044.111876957243,6735.0941568527915,27.59222502366453,-4890.63040148978,-5436.785371244694,6229.006557491186,-1.6075230593101055,1.8417632836347386,1.9914008783625994,0.6043933599803195,-1
2242.0444024744206,0.3972451901418256,13212.922653286732,F,C,6,0.16884949185585063,0.6356304887474615,0,0,1708.5811412523926,1394.6501431694946,2.6243849858670614,-164.6370599931622,-851.4757109036052,1513.8620412530142,-0.37977647095832645,0.6752150133968124,0.6220439441923168,0.7620639178094448,-1
